t,Q
1972-01-14,10.633
1972-01-15,12.529
1972-01-16,13.416
1972-01-17,11.929
1972-01-18,10.023
1972-01-19,10.114
1972-01-20,9.018
1972-01-21,8.523
1972-01-22,7.07
1972-01-23,5.869
1972-01-24,7.8
1972-01-25,7.819
1972-01-26,16.62
1972-01-27,16.426
1972-01-28,15.223
1972-01-29,12.749
1972-01-30,11.151
1972-01-31,9.727
1972-02-01,9.792
1972-02-02,10.763
1972-02-03,12.452
1972-02-04,15.516
1972-02-05,15.311
1972-02-06,13.913
1972-02-07,11.952
1972-02-08,13.41
1972-02-09,13.233
1972-02-10,11.865
1972-02-11,14.197
1972-02-12,15.272
1972-02-13,22.976
1972-02-14,24.841
1972-02-15,21.221
1972-02-16,18.521
1972-02-17,14.515
1972-02-18,20.132
1972-02-19,16.247
1972-02-20,13.323
1972-02-21,12.271
1972-02-22,11.472
1972-02-23,10.66
1972-02-24,9.594
1972-02-25,8.702
1972-02-26,7.771
1972-02-27,6.899
1972-02-28,5.955
1972-02-29,5.577
1972-03-01,4.903
1972-03-02,4.159
1972-03-03,8.218
1972-03-04,10.488
1972-03-05,15.046
1972-03-06,12.014
1972-03-07,17.951
1972-03-08,20.282
1972-03-09,15.388
1972-03-10,13.067
1972-03-11,11.444
1972-03-12,10.262
1972-03-13,9.147
1972-03-14,8.364
1972-03-15,7.538
1972-03-16,5.823
1972-03-17,4.858
1972-03-18,3.996
1972-03-19,3.448
1972-03-20,3.123
1972-03-21,2.756
1972-03-22,2.474
1972-03-23,2.239
1972-03-24,2.088
1972-03-25,2.071
1972-03-26,3.673
1972-03-27,2.389
1972-03-28,2.385
1972-03-29,1.959
1972-03-30,1.799
1972-03-31,1.838
1972-04-01,1.663
1972-04-02,1.565
1972-04-03,1.601
1972-04-04,2.975
1972-04-05,2.951
1972-04-06,4.15
1972-04-07,2.867
1972-04-08,2.292
1972-04-09,8.482
1972-04-10,4.943
1972-04-11,5.892
1972-04-12,5.018
1972-04-13,3.158
1972-04-14,7.84
1972-04-15,4.671
1972-04-16,3.26
1972-04-17,3.164
1972-04-18,2.88
1972-04-19,2.693
1972-04-20,2.75
1972-04-21,2.793
1972-04-22,2.59
1972-04-23,2.4
1972-04-24,2.217
1972-04-25,2.047
1972-04-26,1.885
1972-04-27,1.739
1972-04-28,1.67
1972-04-29,3.587
1972-04-30,4.853
1972-05-01,2.086
1972-05-02,1.849
1972-05-03,1.707
1972-05-04,1.963
1972-05-05,9.003
1972-05-06,8.46
1972-05-07,3.567
1972-05-08,2.562
1972-05-09,3.325
1972-05-10,4.277
1972-05-11,4.81
1972-05-12,6.705
1972-05-13,5.296
1972-05-14,3.777
1972-05-15,3.354
1972-05-16,3.26
1972-05-17,3.179
1972-05-18,2.972
1972-05-19,2.668
1972-05-20,2.568
1972-05-21,2.668
1972-05-22,2.283
1972-05-23,2.556
1972-05-24,6.866
1972-05-25,3.889
1972-05-26,6.651
1972-05-27,3.144
1972-05-28,2.526
1972-05-29,2.556
1972-05-30,2.168
1972-05-31,1.983
1972-06-01,4.252
1972-06-02,6.082
1972-06-03,2.898
1972-06-04,11.965
1972-06-05,11.254
1972-06-06,8.383
1972-06-07,9.099
1972-06-08,7.595
1972-06-09,6.745
1972-06-10,7.974
1972-06-11,6.38
1972-06-12,5.158
1972-06-13,4.471
1972-06-14,4.012
1972-06-15,3.136
1972-06-16,2.746
1972-06-17,2.563
1972-06-18,2.504
1972-06-19,3.199
1972-06-20,2.451
1972-06-21,2.169
1972-06-22,1.843
1972-06-23,1.902
1972-06-24,1.772
1972-06-25,1.61
1972-06-26,1.597
1972-06-27,1.765
1972-06-28,1.867
1972-06-29,1.424
1972-06-30,1.407
1972-07-01,1.395
1972-07-02,1.384
1972-07-03,1.372
1972-07-04,1.337
1972-07-05,1.275
1972-07-06,1.294
1972-07-07,1.177
1972-07-08,0.978
1972-07-09,0.922
1972-07-10,0.879
1972-07-11,0.833
1972-07-12,0.785
1972-07-13,0.737
1972-07-14,0.707
1972-07-15,0.711
1972-07-16,0.716
1972-07-17,0.721
1972-07-18,0.726
1972-07-19,0.73
1972-07-20,0.734
1972-07-21,0.728
1972-07-22,0.722
1972-07-23,0.715
1972-07-24,0.708
1972-07-25,0.682
1972-07-26,0.642
1972-07-27,0.611
1972-07-28,0.614
1972-07-29,0.62
1972-07-30,0.626
1972-07-31,0.635
1972-08-01,0.778
1972-08-02,0.89
1972-08-03,0.843
1972-08-04,0.653
1972-08-05,0.608
1972-08-06,0.608
1972-08-07,0.608
1972-08-08,0.673
1972-08-09,0.646
1972-08-10,0.627
1972-08-11,0.601
1972-08-12,0.577
1972-08-13,0.584
1972-08-14,0.615
1972-08-15,0.587
1972-08-16,0.587
1972-08-17,0.569
1972-08-18,0.538
1972-08-19,0.512
1972-08-20,0.497
1972-08-21,0.476
1972-08-22,0.499
1972-08-23,0.474
1972-08-24,0.479
1972-08-25,0.443
1972-08-26,0.456
1972-08-27,0.458
1972-08-28,0.633
1972-08-29,0.566
1972-08-30,0.48
1972-08-31,0.468
1972-09-01,0.489
1972-09-02,0.458
1972-09-03,0.446
1972-09-04,0.475
1972-09-05,0.485
1972-09-06,0.479
1972-09-07,0.453
1972-09-08,0.431
1972-09-09,0.706
1972-09-10,0.725
1972-09-11,0.504
1972-09-12,0.451
1972-09-13,0.442
1972-09-14,0.463
1972-09-15,0.442
1972-09-16,0.409
1972-09-17,0.412
1972-09-18,0.426
1972-09-19,0.441
1972-09-20,0.46
1972-09-21,0.447
1972-09-22,0.434
1972-09-23,0.424
1972-09-24,0.407
1972-09-25,0.409
1972-09-26,0.416
1972-09-27,0.416
1972-09-28,0.431
1972-09-29,0.422
1972-09-30,0.42
1972-10-01,0.417
1972-10-02,0.415
1972-10-03,0.413
1972-10-04,0.414
1972-10-05,0.424
1972-10-06,0.431
1972-10-07,0.429
1972-10-08,0.426
1972-10-09,0.423
1972-10-10,0.463
1972-10-11,0.507
1972-10-12,0.533
1972-10-13,0.451
1972-10-14,0.425
1972-10-15,0.412
1972-10-16,0.414
1972-10-17,0.417
1972-10-18,0.419
1972-10-19,0.421
1972-10-20,0.418
1972-10-21,0.413
1972-10-22,0.417
1972-10-23,0.426
1972-10-24,0.433
1972-10-25,0.438
1972-10-26,0.433
1972-10-27,0.436
1972-10-28,0.523
1972-10-29,0.46
1972-10-30,0.483
1972-10-31,0.517
1972-11-01,0.476
1972-11-02,0.443
1972-11-03,0.431
1972-11-04,0.426
1972-11-05,0.432
1972-11-06,0.43
1972-11-07,0.425
1972-11-08,0.429
1972-11-09,0.458
1972-11-10,0.549
1972-11-11,0.658
1972-11-12,0.526
1972-11-13,0.768
1972-11-14,3.186
1972-11-15,0.91
1972-11-16,3.56
1972-11-17,4.388
1972-11-18,2.605
1972-11-19,3.422
1972-11-20,6.096
1972-11-21,3.638
1972-11-22,2.405
1972-11-23,1.972
1972-11-24,1.754
1972-11-25,1.427
1972-11-26,1.37
1972-11-27,1.285
1972-11-28,1.275
1972-11-29,1.273
1972-11-30,3.268
1972-12-01,3.273
1972-12-02,6.809
1972-12-03,4.98
1972-12-04,5.769
1972-12-05,6.006
1972-12-06,5.303
1972-12-07,7.089
1972-12-08,6.635
1972-12-09,5.534
1972-12-10,7.697
1972-12-11,6.29
1972-12-12,11.286
1972-12-13,16.028
1972-12-14,10.355
1972-12-15,9.192
1972-12-16,8.01
1972-12-17,6.964
1972-12-18,6.169
1972-12-19,5.545
1972-12-20,5.074
1972-12-21,4.673
1972-12-22,4.38
1972-12-23,4.054
1972-12-24,3.706
1972-12-25,3.589
1972-12-26,3.56
1972-12-27,3.897
1972-12-28,4.866
1972-12-29,7.928
1972-12-30,4.538
1972-12-31,3.633
1973-01-01,3.486
1973-01-02,3.34
1973-01-03,3.285
1973-01-04,3.389
1973-01-05,3.148
1973-01-06,2.826
1973-01-07,2.625
1973-01-08,2.454
1973-01-09,2.284
1973-01-10,2.118
1973-01-11,2.147
1973-01-12,2.151
1973-01-13,2.319
1973-01-14,2.624
1973-01-15,5.347
1973-01-16,3.526
1973-01-17,2.585
1973-01-18,2.145
1973-01-19,2.188
1973-01-20,3.887
1973-01-21,4.64
1973-01-22,3.831
1973-01-23,3.675
1973-01-24,3.625
1973-01-25,3.342
1973-01-26,3.418
