t,Q
1969-09-14,0.074
1969-09-15,0.037
1969-09-16,0.117
1969-09-17,0.341
1969-09-18,0.177
1969-09-19,0.195
1969-09-20,0.18
1969-09-21,0.111
1969-09-22,0.109
1969-09-23,0.127
1969-09-24,0.072
1969-09-25,0.05
1969-09-26,0.104
1969-09-27,0.122
1969-09-28,0.057
1969-09-29,0.076
1969-09-30,0.105
1969-10-01,0.028
1969-10-02,0.12
1969-10-03,0.036
1969-10-04,0.084
1969-10-05,0.027
1969-10-06,0.06
1969-10-07,0.024
1969-10-08,0.026
1969-10-09,0.063
1969-10-10,0.006
1969-10-11,0.062
1969-10-12,0.018
1969-10-13,0.058
1969-10-14,0.013
1969-10-15,0.076
1969-10-16,0.024
1969-10-17,0.02
1969-10-18,0.051
1969-10-19,0.018
1969-10-20,0.047
1969-10-21,0.052
1969-10-22,0.142
1969-10-23,0.192
1969-10-24,0.11
1969-10-25,0.054
1969-10-26,0.084
1969-10-27,0.056
1969-10-28,0.128
1969-10-29,0.08
1969-10-30,0.159
1969-10-31,0.132
1969-11-01,0.077
1969-11-02,0.217
1969-11-03,0.118
1969-11-04,0.131
1969-11-05,0.118
1969-11-06,0.091
1969-11-07,0.985
1969-11-08,0.908
1969-11-09,0.751
1969-11-10,0.934
1969-11-11,0.985
1969-11-12,1.591
1969-11-13,1.421
1969-11-14,1.425
1969-11-15,2.176
1969-11-16,1.623
1969-11-17,2.286
1969-11-18,1.327
1969-11-19,0.959
1969-11-20,0.894
1969-11-21,0.791
1969-11-22,0.835
1969-11-23,1.001
1969-11-24,2.184
1969-11-25,2.717
1969-11-26,1.768
1969-11-27,1.545
1969-11-28,1.425
1969-11-29,1.201
1969-11-30,1.073
1969-12-01,1.126
1969-12-02,1.099
1969-12-03,1.145
1969-12-04,1.519
1969-12-05,1.124
1969-12-06,1.296
1969-12-07,1.249
1969-12-08,1.211
1969-12-09,1.045
1969-12-10,0.985
1969-12-11,0.953
1969-12-12,1.008
1969-12-13,1.072
1969-12-14,1.631
1969-12-15,4.028
1969-12-16,2.671
1969-12-17,2.709
1969-12-18,3.014
1969-12-19,2.872
1969-12-20,3.832
1969-12-21,3.125
1969-12-22,5.97
1969-12-23,6.279
1969-12-24,4.481
1969-12-25,5.225
1969-12-26,4.638
1969-12-27,3.824
1969-12-28,3.69
1969-12-29,3.586
1969-12-30,3.406
1969-12-31,3.179
1970-01-01,2.947
1970-01-02,2.86
1970-01-03,2.833
1970-01-04,2.845
1970-01-05,2.893
1970-01-06,2.395
1970-01-07,2.113
1970-01-08,2.273
1970-01-09,5.343
1970-01-10,5.712
1970-01-11,5.845
1970-01-12,7.149
1970-01-13,5.433
1970-01-14,7.211
1970-01-15,8.601
1970-01-16,6.776
1970-01-17,5.976
1970-01-18,6.301
1970-01-19,6.439
1970-01-20,5.855
1970-01-21,5.782
1970-01-22,6.301
1970-01-23,6.423
1970-01-24,6.417
1970-01-25,8.783
1970-01-26,10.511
1970-01-27,7.563
1970-01-28,7.111
1970-01-29,9.678
1970-01-30,18.84
1970-01-31,15.082
1970-02-01,11.716
1970-02-02,11.535
1970-02-03,11.147
1970-02-04,11.768
1970-02-05,13.903
1970-02-06,14.708
