t,Q
1973-01-01,1.87
1973-01-02,1.83
1973-01-03,1.75
1973-01-04,1.65
1973-01-05,1.55
1973-01-06,1.48
1973-01-07,1.39
1973-01-08,1.31
1973-01-09,1.27
1973-01-10,1.27
1973-01-11,1.31
1973-01-12,1.25
1973-01-13,1.24
1973-01-14,1.3
1973-01-15,1.47
1973-01-16,1.9
1973-01-17,1.68
1973-01-18,1.45
1973-01-19,1.3
1973-01-20,1.31
1973-01-21,1.64
1973-01-22,2.49
1973-01-23,2.55
1973-01-24,2.25
1973-01-25,2.14
1973-01-26,2.04
1973-01-27,2.34
1973-01-28,6.15
1973-01-29,6.6
1973-01-30,4.95
1973-01-31,4.14
1973-02-01,4.5
1973-02-02,4.39
1973-02-03,3.6
1973-02-04,3.02
1973-02-05,2.85
1973-02-06,2.89
1973-02-07,3.27
1973-02-08,3.78
1973-02-09,3.76
1973-02-10,3.56
1973-02-11,4.29
1973-02-12,3.74
1973-02-13,9.3
1973-02-14,11.7
1973-02-15,9.95
1973-02-16,8.3
1973-02-17,6.55
1973-02-18,5.25
1973-02-19,4.48
1973-02-20,4.325
1973-02-21,4.314
1973-02-22,4.364
1973-02-23,6.401
1973-02-24,9.817
1973-02-25,11.078
1973-02-26,9.712
1973-02-27,7.433
1973-02-28,5.393
1973-03-01,4.567
1973-03-02,4.06
1973-03-03,3.669
1973-03-04,3.396
1973-03-05,3.221
1973-03-06,3.041
1973-03-07,2.825
1973-03-08,2.606
1973-03-09,2.458
1973-03-10,2.425
1973-03-11,2.298
1973-03-12,2.278
1973-03-13,2.25
1973-03-14,2.2
1973-03-15,2.139
1973-03-16,2.063
1973-03-17,1.998
1973-03-18,1.976
1973-03-19,1.99
1973-03-20,1.989
1973-03-21,1.958
1973-03-22,1.914
1973-03-23,1.863
1973-03-24,1.818
1973-03-25,1.779
1973-03-26,1.788
1973-03-27,1.751
1973-03-28,1.689
1973-03-29,1.656
1973-03-30,1.622
1973-03-31,1.567
1973-04-01,1.497
1973-04-02,1.558
1973-04-03,1.663
1973-04-04,1.499
1973-04-05,1.22
1973-04-06,1.188
1973-04-07,1.184
1973-04-08,1.188
1973-04-09,1.809
1973-04-10,3.612
1973-04-11,2.383
1973-04-12,2.063
1973-04-13,2.09
1973-04-14,1.911
1973-04-15,1.652
1973-04-16,1.551
1973-04-17,1.55
1973-04-18,1.55
1973-04-19,1.55
1973-04-20,1.55
1973-04-21,1.55
1973-04-22,1.777
1973-04-23,2.202
1973-04-24,2.362
1973-04-25,2.547
1973-04-26,2.767
1973-04-27,2.991
1973-04-28,3.215
1973-04-29,3.447
1973-04-30,3.586
1973-05-01,3.282
1973-05-02,2.989
1973-05-03,2.704
1973-05-04,2.45
1973-05-05,2.214
1973-05-06,1.966
1973-05-07,1.815
1973-05-08,2.185
1973-05-09,1.674
1973-05-10,1.373
1973-05-11,1.235
1973-05-12,1.132
1973-05-13,1.101
1973-05-14,1.005
1973-05-15,0.938
1973-05-16,0.95
1973-05-17,1.536
1973-05-18,2.753
1973-05-19,4.467
1973-05-20,6.013
1973-05-21,3.245
1973-05-22,2.522
1973-05-23,3.456
1973-05-24,3.417
1973-05-25,2.427
1973-05-26,1.912
1973-05-27,1.665
1973-05-28,1.66
1973-05-29,1.684
1973-05-30,1.727
1973-05-31,2.832
1973-06-01,5.217
1973-06-02,2.728
1973-06-03,1.71
1973-06-04,1.593
1973-06-05,1.655
1973-06-06,1.596
1973-06-07,1.395
1973-06-08,1.172
1973-06-09,1.074
1973-06-10,0.975
1973-06-11,0.91
1973-06-12,0.883
1973-06-13,0.858
1973-06-14,0.834
1973-06-15,0.809
1973-06-16,0.784
1973-06-17,0.759
1973-06-18,0.74
1973-06-19,0.839
1973-06-20,1.183
1973-06-21,1.567
1973-06-22,1.356
1973-06-23,0.943
1973-06-24,0.812
1973-06-25,0.78
1973-06-26,0.726
1973-06-27,0.725
1973-06-28,0.768
1973-06-29,0.767
1973-06-30,0.715
1973-07-01,0.692
1973-07-02,0.708
1973-07-03,0.693
1973-07-04,0.995
1973-07-05,11.635
1973-07-06,8.567
1973-07-07,3.178
1973-07-08,2.001
1973-07-09,1.446
1973-07-10,1.115
1973-07-11,1.031
1973-07-12,1.043
1973-07-13,0.972
1973-07-14,1.011
1973-07-15,1.03
1973-07-16,1.616
1973-07-17,1.85
1973-07-18,2.236
1973-07-19,2.106
1973-07-20,2.012
1973-07-21,1.636
1973-07-22,1.302
1973-07-23,1.191
1973-07-24,1.178
1973-07-25,1.15
1973-07-26,1.122
1973-07-27,1.095
1973-07-28,1.067
1973-07-29,1.039
1973-07-30,1.002
1973-07-31,0.915
1973-08-01,0.86
1973-08-02,0.816
1973-08-03,0.772
1973-08-04,0.728
1973-08-05,0.684
1973-08-06,0.679
1973-08-07,0.732
1973-08-08,0.781
1973-08-09,0.808
1973-08-10,0.714
1973-08-11,0.72
1973-08-12,0.688
1973-08-13,0.675
1973-08-14,0.665
1973-08-15,0.598
1973-08-16,0.665
1973-08-17,0.857
1973-08-18,0.686
1973-08-19,0.651
1973-08-20,0.702
1973-08-21,0.612
1973-08-22,0.617
1973-08-23,0.602
1973-08-24,0.616
1973-08-25,0.613
1973-08-26,0.642
1973-08-27,0.589
1973-08-28,0.591
1973-08-29,0.589
1973-08-30,0.582
1973-08-31,0.573
1973-09-01,0.595
1973-09-02,0.571
1973-09-03,0.539
1973-09-04,0.535
1973-09-05,0.537
1973-09-06,0.54
1973-09-07,0.511
1973-09-08,0.463
1973-09-09,0.683
1973-09-10,0.705
1973-09-11,0.669
1973-09-12,0.608
1973-09-13,0.584
1973-09-14,0.558
1973-09-15,0.587
1973-09-16,0.559
1973-09-17,0.7
